002687-21CP,Complaint,Request,,"no running water in kitchen sink - hole in living room floor - stove no working, landlord is aware of all these issues is not fixing anything",4/12/2021,,,Under Investigation,155 21ST AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002687-21CP,155 21ST AVE,EATTLE, WA 98122 (47.60289468
002667-21CP,Complaint,Request,Construction,"Inspect diverted drainage on construction site. Uncontrolled ground water continuously running onto sidewalk and roadway. New construction seems to have diverted the water.  Thewater is pooling at the endof the cul-de-sac, where I reside.",4/12/2021,,,Under Investigation,2342 HOBART AVE SW,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002667-21CP,2342 HOBART AVE SW,EATTLE, WA 98116 (47.58276411
002663-21CP,Complaint,Request,,sink not working - refrigerator has been out for past 15 days landlord is aware of the issues not fixing them,4/12/2021,,,Under Investigation,571 HIGHLAND DR,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002663-21CP,571 HIGHLAND DR,EATTLE, WA 98109 (47.62957456
002668-21CP,Complaint,Request,Construction,"Inspect diverted drainage on construction site. Uncontrolled ground water continuously running onto sidewalk and roadway. New construction seems to have diverted the water, nowpooling in the cul-de-sacwhere I live.",4/12/2021,,,Under Investigation,2319 HUGHES AVE SW,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002668-21CP,2319 HUGHES AVE SW,EATTLE, WA 98116 (47.58287513
002648-21CP,Complaint,Request,,"Per Online; Management has failed to replace 13 emergency Exit/Lighting �signs that have had dead batteries for at least three years. Management was directed to do so in October, 2020 by Seattle Housing Authority Housing Quality Standards Inspector �but have not done so and SHA �HQS inspector has given up following numerous management excuses. There are also at least three Exit signs in stairwells on the 6th and 7th floors that should be emergency lights only. There are no bui",4/11/2021,,,Under Investigation,3621 33rd AVE S,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002648-21CP,"3621 33rd AVE S (47.57108137, -122.29161815)",,
002633-21CP,Complaint,Request,Noise,"Per Online; Our entire building is shaking from the 520 bridge construction. I thought it was an earthquake. My chandelier is clattering and the walls and floors are vibrating and shaking. I can't be inside my hone due to the noise and discomfort of the shaking, and I'm very concerned about the damage this is causing to our building.",4/10/2021,,,Under Investigation,2360 43RD AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002633-21CP,2360 43RD AVE E,EATTLE, WA 98112 (47.64071484
002682-21CP,Complaint,Request,Vacant Building,PER CSB: Campers on vacant lot,4/9/2021,,,Under Investigation,1016 BELLEVUE CT E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002682-21CP,1016 BELLEVUE CT E,EATTLE, WA 98102 (47.62751841
002679-21CP,Complaint,Request,Construction,PER CSB: Illegal construction. Too many to note complaints and city services of fire and police. Shut this down!,4/9/2021,,,Under Investigation,9030 A 17TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002679-21CP,9030 A 17TH AVE SW,EATTLE, WA 98106 (47.52194497
002625-21CP,Complaint,Request,Shoreline,FOWR Change of Ownership,4/9/2021,,,Under Investigation,2143 N NORTHLAKE WAY,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002625-21CP,2143 N NORTHLAKE WAY,EATTLE, WA 98103 (47.64717525
002615-21CP,Complaint,Request,Land Use,for several weeks the entrance to the light rail station next to the Downtown emergency services and mental health center has been staffed with people giving out free Coffee and maintaining a sanitation supply desk. are use the light rail to get to and from work and this has created an issue I've been feeding access safely to and from the light rail with this set up. There are sometimes large crowds of homeless and vagrants attracted to that service they are providing and,4/9/2021,,,Under Investigation,216 James ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002615-21CP,"216 James ST (47.60284955, -122.33185351)",,
002597-21CP,Complaint,Request,Construction,No dust control. Plumes of dust; big impact on neighbors,4/8/2021,,,Under Investigation,4220 12TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002597-21CP,4220 12TH AVE NE,EATTLE, WA 98105 (47.65902913
002612-21CP,Complaint,Request,Vacant Building,Per CSB; Vacant house appears to have been broken into again. Wide open to entry.,4/8/2021,,,Under Investigation,212 E BOSTON ST,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002612-21CP,212 E BOSTON ST,EATTLE, WA 98102 (47.63842738
002607-21CP,Complaint,Request,Noise,Per CSB; Violation of noise ordinance for construction. They're starting work at 6:30 am.,4/8/2021,,,Under Investigation,10001 3RD AVE NW,SEATTLE,WA,98177,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002607-21CP,10001 3RD AVE NW,EATTLE, WA 98177 (47.70172402
002610-21CP,Complaint,Request,Weeds,Per CSB; Customer reported running into private tree limbs directly interfering with right of way on sidewalk near intersection Eastlake Ave and John St. Customer would like tree limbs cut so that they are no longer interfering with right of way traffic.,4/8/2021,,,Under Investigation,222 YALE AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002610-21CP,222 YALE AVE N,EATTLE, WA 98109 (47.62000166
002606-21CP,Complaint,Request,Land Use,"Per CSB; Per SPU; Garbage all along the gravel & pavement roads, and parking areas. Please send someone out ASAP.",4/8/2021,,,Under Investigation,2811 NW MARKET ST,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002606-21CP,2811 NW MARKET ST,EATTLE, WA 98107 (47.66822353
002569-21CP,Complaint,Request,Noise,CONSTRUCTIONSTARTING 6AM,4/7/2021,,,Under Investigation,224 S WASHINGTON ST,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002569-21CP,224 S WASHINGTON ST,EATTLE, WA 98104 (47.6010532
002573-21CP,Complaint,Request,LandLord/Tenant,"My building had a fire on the 5th flooring March 27, 2021. I live on the second floor unit 213 and the unit was heavily damage with water, the majority of my cloths, electronics and even my bed got water damage. Furthermore, I got �alergic or I am hyposensitive to smells that on Sunday the day after I ended up on the ER.�On Monday March 29, 2021 I had spoke with Kristin whom in a despot way told me to contact ""a Lawer and they will contact her"" also she said that the apa",4/7/2021,,,Under Investigation,1819 NAGLE PL,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002573-21CP,1819 NAGLE PL,EATTLE, WA 98122 (47.61857795
002548-21CP,Complaint,Request,LandLord/Tenant,received 3 day eviction notice,4/6/2021,,,Under Investigation,2710 W MANOR PL,SEATTLE,WA,98199,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002548-21CP,2710 W MANOR PL,EATTLE, WA 98199 (47.65322509
002535-21CP,Complaint,Request,Construction,Fire damaged 5-story building under construction,4/6/2021,,,Under Investigation,2305 S PLUM ST,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002535-21CP,2305 S PLUM ST,EATTLE, WA 98144 (47.58534062
002546-21CP,Complaint,Request,Vacant Building,"Vacant building open to entry@ north side, NE corner of the building.",4/6/2021,,,Under Investigation,505 Harrison ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002546-21CP,"505 Harrison ST (47.62193686, -122.34724961)",,
002540-21CP,Complaint,Request,Vacant Building,"The Building at 48 S Nevada St, Seattle, WA 98134 has has fallen into complete disrepair and become a magnet for negative activity. The building is covered with graffiti, the alcoves are used for illicit activities, employee cars from the business across the street are broken into regularly, and there have been assaults on those employees. People have also been found living inside.",4/6/2021,,,Under Investigation,48 S NEVADA ST,SEATTLE,WA,98134,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002540-21CP,48 S NEVADA ST,EATTLE, WA 98134 (47.56596866
002554-21CP,Complaint,Request,Noise,It is 11:17pm and there are 3 huge trucks dumping rocks and doing construction blocking the street. It is incredibly loud and disruptive and has been this way since 8am this morning.,4/6/2021,,,Under Investigation,9219 A LINDEN AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002554-21CP,9219 A LINDEN AVE N,EATTLE, WA 98103 (47.69625191
002552-21CP,Complaint,Request,Shoreline,Per Online; Houseboat moved their house away from the community dock and continues to violate city code requiring no more than 10' between houseboats. The houseboat has been required to move by the city but has continued to disregard instruction. The owner has been told by the city they are required to get a permit and move it back but continues to disregard. This instruction came from the city well over a year ago...,4/6/2021,,,Under Investigation,3146 Portage Bay PL E,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002552-21CP,"3146 Portage Bay PL E (47.65016741, -122.31872045)",,
002541-21CP,Complaint,Request,Vacant Building,"Per Online; Open to entry on north side, NE corner of bldg. Sheet of plywood pulled open.",4/6/2021,,,Under Investigation,505 Harrison ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002541-21CP,"505 Harrison ST (47.62193686, -122.34724961)",,
002509-21CP,Complaint,Request,Vacant Building,"Vacant building still open and peopleare in and out.Fire concerns, etc. No signsare up.",4/5/2021,,,Under Investigation,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002509-21CP,,,
002521-21CP,Complaint,Request,LandLord/Tenant,TRAO-paperwork has beenstarted,4/5/2021,,,Under Investigation,3505 SW SEOLA LN,SEATTLE,WA,98146,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002521-21CP,3505 SW SEOLA LN,EATTLE, WA 98146 (47.49739809
002522-21CP,Complaint,Request,,Elderly client dealing with amice infestation for the past 2 months.  Managementwill not address.,4/5/2021,,,Under Investigation,2209 1ST AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002522-21CP,2209 1ST AVE,EATTLE, WA 98121 (47.61265295
002567-21CP,Complaint,Request,Weeds,PER FIND IT FIX IT APP:Overgrown grass,4/5/2021,,,Under Investigation,1741 26TH AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002567-21CP,1741 26TH AVE S,EATTLE, WA 98144 (47.58704986
002474-21CP,Complaint,Request,,"Management refuses to replace glass in window broken November 2, 2020. Window is at NW hall end on fifth floor and has been covered with plywood since November 3, 2020. A window at the front of the building was broken November 4, 2020 and was quickly replaced. Senior Housing Assistance Group �continues to construct similar apartment buildings using what appears to be the same materials so replacement glass should be readily available.",4/3/2021,,,Under Investigation,3621 33rd AVE S,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002474-21CP,"3621 33rd AVE S (47.57108137, -122.29161815)",,
002450-21CP,Complaint,Request,Weeds,PER FIND IT FIX IT APP:Overgrown on sidewalk,4/2/2021,,,Under Investigation,6001 37TH AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002450-21CP,6001 37TH AVE NE,EATTLE, WA 98115 (47.67228944
002463-21CP,Complaint,Request,LandLord/Tenant,TRAO help. 6210 20TH AVE NW6212 20TH AVE NW,4/2/2021,,,Under Investigation,6212 20TH AVE NW,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002463-21CP,6212 20TH AVE NW,EATTLE, WA 98107 (47.6742614
002440-21CP,Complaint,Request,Construction,REFERED BY SPU NEIGHBOR HAS BROKEN WATER MAIN IS CAUSING DAMAGE TO HILLSIDE - LEAKING ON MY PROPERTY LOTS OF MUD,4/2/2021,,,Under Investigation,3442 61ST AVE SW,,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002440-21CP,"3442 61ST AVE SW, WA (47.57320167, -122.41082073)",,
002466-21CP,Complaint,Request,Vacant Building,"Per Online; The vacant house is unsecured with doorways in the front and back of the property left open for months. This breaks city ordinance.In addition, there garbage on the property visible to the street",4/2/2021,,,Under Investigation,1401 S BAYVIEW ST,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002466-21CP,1401 S BAYVIEW ST,EATTLE, WA 98144 (47.58080454
002451-21CP,Complaint,Request,Vacant Building,"This deserted building has been left in a derelict condition for over five years.  Is is falling apart, the target of graffiti and trash. The owner is a wealthy NYC developer and must be held to account for this deplorable situation.",4/2/2021,,,Under Investigation,1933 5th AVE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002451-21CP,"1933 5th AVE (47.61339187, -122.33928695)",,
002537-21CP,Complaint,Request,Weeds,PER FIND IT FIX IT APP:Landscaping obstructing sidewalk,4/2/2021,,,Under Investigation,102 A 24TH AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002537-21CP,102 A 24TH AVE E,EATTLE, WA 98112 (47.6190415
002421-21CP,Complaint,Request,Noise,Per Online; 5:47am more metal clanking construction noises. This violates codes.,4/1/2021,,,Under Investigation,500 BROADWAY,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002421-21CP,500 BROADWAY,EATTLE, WA 98122 (47.60639471
002454-21CP,Complaint,Request,LandLord/Tenant,LANDLORD TRIEDTO ENTER WITHOUTPERMISSION. DISPLACEDPER CAN'T BREATHE INUNIT. DISPUTE ABOUTSOOT VS MOLD.,4/1/2021,,,Under Investigation,6800 62ND AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002454-21CP,6800 62ND AVE NE,EATTLE, WA 98115 (47.67790279
002438-21CP,Complaint,Request,Weeds,"PER FIND IT FIX IT APP:This green space along Orcas between 30th Ave S and 32nd Ave S could really use some care. There are multiple fallen trees some of which are blocking the big sidewalk, which is a thoroughfare to Chief Sealth trail and a school. There are two consistent and long term water drainage or leakage issues on each side of the road which is impacting the road and asphalt. It's a shame that this section really looks so rough but for folks who come through to m",3/31/2021,,,Under Investigation,3001 S ORCAS ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002438-21CP,3001 S ORCAS ST,EATTLE, WA 98108 (47.55061394
002402-21CP,Complaint,Request,Land Use,"Homeless person living front of the coffee shop. Openly doing and selling drugs, constantly littering, smoking in front of public doorways, refusing to wear a mask. Owns a dog who acts aggressive to people walking on the public sidewalk.",3/31/2021,,,Under Investigation,310 E PIKE ST,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002402-21CP,310 E PIKE ST,EATTLE, WA 98122 (47.61433171
002393-21CP,Complaint,Request,LandLord/Tenant,"I lived at 537 28th Ave, Apt B, Seattle WA, 98122 from March 1, 2020 through March 29, 2021. I originally signed a 12 month lease term from March 1, 2020 through Feb. 28, 2021. I subsequently signed a 2 month extension lasting until April 30, 2021. I informed my landlord Michael Tan via email on Feb. 12, 2021 that an offer that I had made on the purchase of home had been accepted and that I would be vacating the property by March 31, 2021. Since this was one month befo",3/31/2021,,,Under Investigation,537 28TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002393-21CP,537 28TH AVE,EATTLE, WA 98122 (47.60729322
002372-21CP,Complaint,Request,Noise,"Per Online; Amazon Go grocery receives truck deliveries at their garage during early mornings. I live right across the street and have been getting woken up at 5:45am sharp daily on weekdays by noise from truck engines, workers wheeling pallets into the garage, slamming metal doors, etc. The trucks (often multiple) are white and do not have any visible logo. I moved into my current apt very recently and this noise is affecting my sleep and therefore my work during the day wher",3/31/2021,,,Under Investigation,610 E Pike ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002372-21CP,"610 E Pike ST (47.61445461, -122.32419356)",,
002403-21CP,Complaint,Request,Land Use,"junk storage, water heater construction materials inoperable cars behind trash bins/bag - this is a dead end street",3/31/2021,,,Under Investigation,2005 130th AVE NE,,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002403-21CP,"2005 130th AVE NE, WA",,
002384-21CP,Complaint,Request,Vacant Building,"VACANT BUILDINGGRAFFITI, UNAUTHORIZEDOCCUPANTS, GARBAGE EVERYWHERE",3/30/2021,,,Under Investigation,119 N 85TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002384-21CP,119 N 85TH ST,EATTLE, WA 98103 (47.69043088
002353-21CP,Complaint,Request,Land Use,Per Online; There is a large homeless encampment with litter everywhere that impacts the quality of life for everyone around. This parcel of land (Parcel ID: 8113100160) is zoned as an Environmentally Critical Area (Wetland) but it seems no one (the City of Seattle or the owner Irwin Tam) seems to care and it is okay to let it turn into a complete junkyard. Vaccinate the people living there and provide them with housing and clean the area up. I have no idea how the previous co,3/30/2021,,,Under Investigation,5960 M L KING JR WAY S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002353-21CP,5960 M L KING JR WAY S,EATTLE, WA 98118 (47.54792031
002333-21CP,Complaint,Request,Land Use,Per Online; Fence along south property line does not meet City Code.  It is too tall and does not allow for visual site line into the adjacent park that is on the south side of the fence.,3/29/2021,,,Under Investigation,7936 B SEWARD PARK AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002333-21CP,7936 B SEWARD PARK AVE S,EATTLE, WA 98118 (47.53086023
002331-21CP,Complaint,Request,Land Use,Per Online; This constantly filthy construction site is now spilling into 15th Ave S. The sidewalk has not been completed for months and is strewn with building trash and junk which blows onto other parts of the street. It is not possible to walk by it since it is usually filled with water or mud. Pedestrians have to go into the busy street. The building site seems to be creating a drainage problem. The contractor is killing the street tree in front by leaning equipment on it,3/29/2021,,,Under Investigation,2318 15TH AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002331-21CP,2318 15TH AVE S,EATTLE, WA 98144 (47.58244239
002366-21CP,Complaint,Request,LandLord/Tenant,"Mold issues. Not Housing complaint, but rights guidance.",3/29/2021,,,Under Investigation,4726 11TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002366-21CP,4726 11TH AVE NE,EATTLE, WA 98105 (47.66391205
002293-21CP,Complaint,Request,Vacant Building,"Per Online; This house is currently not occupied, they have boarded up the front door, garage and side door, but we witnessed someone coming and going into the back of the house today. NO ONE has lived there in months. I believe they are getting ready to demolish the house for a new project. the existing owner should close off ALL accesses to the house for squatters.",3/28/2021,,,Under Investigation,4517 SUNNYSIDE AVE N,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002293-21CP,"4517 SUNNYSIDE AVE N (47.66190677, -122.33063952)",,
002290-21CP,Complaint,Request,Land Use,Per Online; Piles of trash constantly covering yard and driveway.Trash blows throughout the neighborhood.I have seen a lot of rats.Stolen property from other houses in the neighborhood have been found on site.,3/28/2021,,,Under Investigation,3331 A S MORGAN ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002290-21CP,3331 A S MORGAN ST,EATTLE, WA 98118 (47.54385302
002350-21CP,Complaint,Request,Weeds,PER FIND IT FIX IT APP:Seems like the local owner is using the public alley way as his personal storage and put branches and trees to block public access,3/28/2021,,,Under Investigation,1801 29TH AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002350-21CP,1801 29TH AVE S,EATTLE, WA 98144 (47.58679495
002364-21CP,Complaint,Request,LandLord/Tenant,Rights guidance,3/26/2021,,,Under Investigation,7202 LINDEN AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002364-21CP,7202 LINDEN AVE N,EATTLE, WA 98103 (47.68118658
002263-21CP,Complaint,Request,,"I spent 2 months using a mobility device recently and there is no handicap accessible entrances. When i asked the complex management what they could do, I was asked ""Do you have someone who can help you open the door?"" At this time the 2 doors coming from the parking garage automatically closed. The tension on the doors made it virtually impossible to open the door from a wheeled mobility device. Since then one of the doors was vandalized and is unable to close on its ow",3/26/2021,,,Under Investigation,4100 SW EDMUNDS ST,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002263-21CP,4100 SW EDMUNDS ST,EATTLE, WA 98116 (47.55960849
002330-21CP,Complaint,Request,,PEST INFESTATION,3/26/2021,,,Under Investigation,2104 N 105TH ST,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002330-21CP,2104 N 105TH ST,EATTLE, WA 98133 (47.70526948
002257-21CP,Complaint,Request,Land Use,Encampment and illegal dumping.  It's been there for a year.  People started moving back in on 3/25/2021.  Property Owner George Demonakos 425-343-3732 will not do anything about it.  There is an abandoned vehicle in front of the property on 23rd Ave SW too.,3/26/2021,,,Under Investigation,5604 23rd AVE SW,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002257-21CP,"5604 23rd AVE SW (47.55177277, -122.3615096)",,
002310-21CP,Complaint,Request,Noise,"LATE NIGHT CONSTRUCTION NOISE11PM, 1AM, 3AM",3/25/2021,,,Under Investigation,10700 5TH AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002310-21CP,10700 5TH AVE NE,EATTLE, WA 98125 (47.70709252
002223-21CP,Complaint,Request,Shoreline,Change of ownership for FOWR 729. Sale from Scootch LLC to Kiana Kobayashi and Bjoern Aili.,3/25/2021,,,Under Investigation,1818 WESTLAKE AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002223-21CP,1818 WESTLAKE AVE N,EATTLE, WA 98109 (47.63575588
002224-21CP,Complaint,Request,Shoreline,Change of Address for FOWR 865,3/25/2021,,,Under Investigation,2309 N Northlake WAY,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002224-21CP,"2309 N Northlake WAY (47.6495915, -122.33120836)",,
