6110023,Waterstone,11/17/2006,,,,2,0,Notice of Violation,11/22/2006
6110025,Waterstone,11/22/2006,,,,0,0,,
5060001,Wal-Mart Shopping CTR,6/14/2005,,,,0,0,,
6100037,Walgreen's,10/5/2006,,,,1,0,Notice of Violation,10/5/2006
6090027,W Lake VW,9/15/2006,,,,1,0,Notice of Violation,9/15/2006
6080017,Villas @ Riverstone,8/15/2006,,,,1,0,Notice of Violation,8/15/2006
6100062,Villas @ Riverstone,10/24/2006,,,,0,0,,
7110006,Towne ML,11/16/2007,,,,0,0,,
6060079,Town ML,6/23/2006,,,,1,0,Notice of Violation,6/23/2006
6110022,Town ML,11/17/2006,,,,0,0,,
6040033,Town Mill (Front Se),4/26/2006,,,,1,0,Notice of Violation,4/26/2006
6040003,Town Mill (Back of Site),4/4/2006,,,,1,0,Notice of Violation,4/4/2006
6080023,The Villas @ Riverstone,8/21/2006,,,,1,0,Notice of Violation,8/21/2006
6050019,The Station (Rear Sec),5/9/2006,,,,1,0,Notice of Violation,5/9/2006
6040004,The Station (Open Site),4/5/2006,,,,1,0,Notice of Violation,4/5/2006
6040023,The Station (Ne Back),4/21/2006,,,,1,0,Notice of Violation,4/21/2006
6070020,The Sta,7/12/2006,,,,1,0,Notice of Violation,7/12/2006
7080010,The Preserve's @ Puckett Cree,8/22/2007,,,,0,0,,
6060076,The Preserve @ Holly Spgs,6/22/2006,,,,1,0,Notice of Violation,6/22/2006
6040026,Site Behind Sears,4/26/2006,,,,1,0,Notice of Violation,4/26/2006
5020002,Sales Office Hidden Lakes Sub,2/21/2005,,,,0,0,,
6060050,Riverstone VLG,6/7/2006,,,,1,0,Notice of Violation,6/7/2006
6080024,Riverstone VLG,8/21/2006,,,,1,0,Notice of Violation,8/21/2006
6110021,Riverstone VLG,11/13/2006,,,,2,0,Notice of Violation,11/21/2006
7010040,Riverstone VLG,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6040030,Riverstone Village (Se Back),4/26/2006,,,,1,0,Notice of Violation,4/26/2006
7080011,Riverstone Pkwy,8/29/2007,,,,0,0,,
6040029,Riverstone Commins,4/26/2006,,,,1,0,Notice of Violation,4/26/2006
5030001,Ridge Rd,3/30/2005,,,,0,0,,
6040006,Reynolds Park,4/6/2006,,,,2,0,Notice of Violation,5/11/2006
6040007,Reynalds Park (In Road),4/6/2006,,,,1,0,Notice of Violation,4/6/2006
6060081,Puckett Crk,6/26/2006,,,,1,0,Notice of Violation,6/27/2006
6040011,Prominence Pond,4/12/2006,,,,1,0,Notice of Violation,4/12/2006
6040012,Prominence Pond,4/12/2006,,,,1,0,Notice of Violation,4/12/2006
6040005,Prominence,4/5/2006,,,,1,0,Notice of Violation,4/5/2006
6060077,Pettit St (Apt),6/23/2006,,,,2,0,Notice of Violation,6/27/2006
6030036,Norton LK,3/21/2006,,,,1,0,Notice of Violation,3/21/2006
6070016,Norton LK,7/11/2006,,,,2,0,Notice of Violation,10/5/2006
6090006,Norton LK,9/13/2006,,,,0,0,Citation / Ticket,9/13/2006
6040021,Norton Lake (Front),4/19/2006,,,,1,0,Notice of Violation,4/19/2006
6040020,Norton Lake (Back),4/19/2006,,,,1,0,Notice of Violation,4/19/2006
6050018,Norton Lake (Back Lot),5/9/2006,,,,1,0,Notice of Violation,5/9/2006
6080028,New Site Across/Riverstone Com,8/23/2006,,,,0,0,,
6100044,New Site Across/Riverstone Com,10/9/2006,,,,0,0,,
6030025,New Sec Southern Lgts,3/15/2006,,,,1,0,Notice of Violation,3/16/2006
6110020,New McDonalds Mareitta Hwy,11/9/2006,,,,1,0,Notice of Violation,11/9/2006
6110026,New McDonalds @ Mareitta Hwy,11/22/2006,,,,0,0,,
6040008,New House Behind The Sta,4/7/2006,,,,0,0,,
6080013,New Canton Elem,8/11/2006,,,,0,0,,
202012001,Near 471 Marietta St A&B,12/16/2020,,12/16/2020,,1,0,Notice of Violation,3/30/2021
6070015,Morning Mist,7/10/2006,,,,1,0,Notice of Violation,7/10/2006
7120010,Microtel Hotel,12/21/2007,,,,0,0,,
7120005,Microtel,12/13/2007,",",,,0,0,,
6060075,Meridian St (Apt),6/21/2006,,,,0,0,Citation / Ticket,6/21/2006
6110002,Meridian St,11/1/2006,,,,0,0,,
6040031,Medical Ln/Condo's 2000,4/26/2006,,,,1,0,Notice of Violation,4/26/2006
7070001,Lot(S) 34&35,7/12/2007,",",,,0,0,,
6060082,Longleaf Laurel Cyn,6/27/2006,,,,0,0,,
5050001,Liberty Blvd,5/12/2005,,,,0,0,,
5050002,Liberty Blvd,5/12/2005,,,,0,0,,
6110013,Laurel Canyon Golf Crse,11/6/2006,,,,0,0,,
6050013,Laural Cyn,5/4/2006,,,,2,0,Notice of Violation,5/9/2006
6080018,Laural Cyn,8/15/2006,,,,1,0,Notice of Violation,8/15/2006
6050016,Laural Canyon/Golf Crse,5/8/2006,,,,1,0,Notice of Violation,5/8/2006
6050017,Laural Canyon/Golf Crse,5/8/2006,,,,1,0,Notice of Violation,5/8/2006
6080026,Lake View New Home,8/21/2006,,,,1,0,Notice of Violation,8/21/2006
6020005,Iris Park,1/23/2006,,,,1,0,Notice of Violation,2/3/2006
6020006,Iris Park,1/23/2006,,,,1,0,Notice of Violation,2/3/2006
6020007,Iris Park,1/23/2006,,,,1,0,Notice of Violation,2/3/2006
7090004,Iris Park,9/21/2007,,,,0,0,,
6030037,Hidden Lake (Open Lake),3/22/2006,,,,1,0,Notice of Violation,3/22/2006
7120002,Hidden Crk,12/12/2007,,,,0,0,,
8030004,Hidden Crk,3/3/2008,,,,1,0,Notice of Violation,3/3/2008
6040022,Hidden Creek (Front),4/20/2006,,,,1,0,Notice of Violation,4/20/2006
6040032,GA Ind (W Rear/N Side),4/26/2006,,,,1,0,Notice of Violation,4/26/2006
6040027,Franklin Park/River Bend Way,4/26/2006,,,,0,0,Citation / Ticket,4/26/2006
6060056,Franklin Park,6/12/2006,,,,1,0,Notice of Violation,6/12/2006
6060080,Franklin Park,6/23/2006,,,,1,0,Notice of Violation,6/23/2006
6070022,Eagle VW,7/21/2006,,,,1,0,Notice of Violation,7/21/2006
6040034,Eagle View (Front),4/26/2006,,,,1,0,Notice of Violation,4/26/2006
6080027,Day Care Riverstone Pkwy,8/22/2006,,,,1,0,Notice of Violation,8/22/2006
6080029,Day Care Riverstone Pkwy,8/24/2006,,,,1,0,Notice of Violation,8/24/2006
6080030,Crisler St,8/24/2006,,,,1,0,Notice of Violation,8/24/2006
6080025,Crescent Bank,8/21/2006,,,,1,0,Notice of Violation,8/21/2006
6060047,Creek Crossing (Pkwy),6/6/2006,,,,1,0,Notice of Violation,6/6/2006
7120013,Corner of Hwy 5 and A,12/13/2007,,,,0,0,Citation / Ticket,39429
7110007,Canton HTS,11/29/2007,,,,0,0,,
6090026,Canton Elementary,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
7010007,Canton Elementary,1/5/2007,,,,0,0,Citation / Ticket,1/5/2007
7010039,Bluff's Pkwy,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6060049,Best Western,6/7/2006,,,,1,0,Notice of Violation,6/7/2006
6060078,Best Western,6/23/2006,,,,1,0,Notice of Violation,6/23/2006
6080002,Best Western,8/2/2006,,,,1,0,Notice of Violation,8/2/2006
6080004,Best Western,8/4/2006,,,,1,0,Notice of Violation,8/4/2006
6080016,Bank of Canton,8/16/2006,,,,1,0,Notice of Violation,8/14/2006
7110002,8 Riverdale Crk,11/15/2007,",",,,0,0,,
