R 71002500080000 
R 28000120084001 
R 37000040022005 
R 30000200123000 
R 40000100088900 
R 64000330013001 
R 46000330126000 
R 57000130085000 
R 69000990060003 
R 21000230162002 
R 33000240154001 
R 51000200154001 
R 51000200154018 
R 23000100070000 
R 23000110078000 
R 23000120079000 
R 23000130093000 
R 23000140094001 
R 18000320218000 
R 18000350239000 
R 34000270180001 
R 45000020010001 
R 55000130096000 
R 30000100056001 
R 61000070033001 
R 17000030058000 
R 17000991329002 
R 60000990403000 
R 67000990154000 
R 69000990013000 
R 58000100079000 
R 28000190138003 
R 68000990081001 
R 69000990007000 
R 72000990298000 
R 56000990499000 
R 56000990545000 
R 10000990568000 
R 63000990272000 
R 72000990194000 
R 71002990535000 
R 12000350252001 
R 71001500053000 
R 18000020010010 
R 38000080055003 
R 71002991061000 
R 71002991066000 
R 47000070043004 
R 35000990491000 
R 18000280186000 
R 77000990205001 
R 04000200140000 
R 30000990306000 
R 30000990416000 
R 14000990491000 
R 75000990273000 
R 76000990515000 
R 16000080048003 
R 58000030013001 
R 58000090067000 
R 71002990822000 
R 53000990850000 
R 06000170116004 
R 30000990417000 
R 06000280207001 
R 15000310248002 
R 21000300208002 
R 51000990309900 
R 03000290214018 
R 03000300227002 
R 71003500004001 
R 71003991289000 
R 61000250116000 
R 30000120067000 
R 30000260154001 
R 30000280174000 
R 32000200147000 
R 38000050034000 
R 74000990464002 
R 08000060042003 
R 55000190140002 
R 48000110072000 
R 48000200130003 
R 48000280189000 
R 48000290191001 
R 48000290192000 
R 73000990157000 
R 13000990290000 
R 46000991074000 
R 46000991075000 
R 71004990401001 
R 46000990878000 
R 28000990354000 
R 28000990357000 
R 67000990141000 
R 41000990300000 
R 51000270207011 
R 71002991814000 
R 20000990504000 
R 72000230064000 
R 40000010007000 
R 11000200131003 
R 65000990086001 
R 80000320003000 
R 71003991056000 
R 25000020010002 
R 35000110090001 
R 35000170165000 
R 35000180171000 
R 77100005026000 
R 46000040020000 
R 47000300202014 
R 76000220021001 
R 76000990668000 
R 29000990415000 
R 17000230310002 
R 17000240315000 
R 19000140110001 
R 19000140110002 
R 80000990124000 
R 80000990128000 
R 71001990552000 
R 27000010004000 
R 17000990609001 
R 73000990244003 
R 71002990841000 
R 76000990479006 
R 58000260183003 
R 71001990901000 
R 76000990666000 
R 71003500195055 
R 41000990290001 
R 79000990063000 
R 71002991067000 
R 08000160124004 
R 70000990326000 
R 17000090107004 
R 57000360227001 
R 71001990560002 
R 46000990462000 
R 46000990478000 
R 77000991199002 
R 53000300240001 
R 11000250168000 
R 67000990151000 
R 47000230150001 
R 47000300202018 
R 55000990723000 
R 25000050031000 
R 25000210118000 
R 40000230230000 
R 37000991286000 
R 55000990545000 
R 40000010001001 
R 58000090068000 
R 55000290205001 
R 65000990034000 
R 39000190163000 
R 16000160090000 
R 71002991699000 
R 57000990451000 
R 63000990233003 
R 24000180147001 
R 37000090050000 
R 65000060003006 
R 71001990760000 
R 71003990633000 
R 25000991061000 
R 45000020010000 
R 10000290196000 
R 10000290199000 
R 10000290199002 
R 10000290199003 
R 55000990393000 
R 14000250196000 
R 65000990012000 
R 65000990017000 
R 38000270202004 
R 44000220095003 
R 12000180124002 
R 77000990391000 
R 53000130073010 
R 77000990356000 
R 16000990492000 
R 51000120107046 
R 65000990050000 
R 55000010006003 
R 55000020014001 
R 26000030014004 
