1174400,2803 E 53rd St,Jackson,MO,64130,NSWLLIMBS,LIMBS AND BRUSH,2017030226,Open,3/21/2017,,1468,48-25 C.O.,48,11/18/2020,39.0298,-94.55231,36206,5,Metro,118,North Town Fork Creek,"2803 E 53rd St MO 64130  (39.0298, -94.55231)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSCHIMNY02,GENERAL DISREPAIR (CHIMNEY),2017032587,Open,3/24/2017,,1465,56-131 C.O.,56,1/16/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSDOOR07,FRAME FOR DOOR IS IN DISREPAIR,2017032587,Open,3/24/2017,,1465,56-134 C.O.,56,1/16/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSEXTWAL01,GENERAL DISREPAIR (EXTERIOR WALL),2017032587,Open,3/24/2017,,1465,56-132 C.O.,56,1/16/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSEXTWAL06,"PEELING, CRACKED, BLISTERED PAINT",2017032587,Open,3/24/2017,,1465,56-132 (B) C.O.,56,1/16/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSWLLIMBS,LIMBS AND BRUSH,2017032587,Open,3/24/2017,,1465,48-25 C.O.,48,7/10/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSWLOSBLDG,UNAPPROVED STORAGE - BUILDING MATERIALS,2017032587,Open,3/24/2017,,1465,48-32 C.O.,48,1/16/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSWLTRASH,"LITTER, TRASH, REFUSE, AND RUBBISH",2017032587,Open,3/24/2017,,1465,48-25 C.O.,48,7/10/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSWLWEED2,RANK WEEDS ADJACENT TO PROPERTY,2017032587,Open,3/24/2017,,1465,48-30 C.O.,48,7/31/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174647,4222 South Benton Ave,Jackson,MO,64130,NSWLWEED,RANK WEEDS OR UNATTENDED GROWTH,2017032587,Open,3/24/2017,7/5/2012,1465,48-30 C.O.,48,7/31/2020,39.04913,-94.5508,29968,3,East,59,Oak Park Southwest,"4222 South Benton Ave MO 64130  (39.04913, -94.5508)"
1174686,2127 Montgall Ave,Jackson,MO,64127,NSFENCE01,ALL FENCES AND RET. WALLS KEPT IN REPAIR,2017033152,Open,3/24/2017,,1465,56-114 C.O.,56,10/20/2020,39.08566,-94.55061,15568,3,East,28,Washington Wheatley,"2127 Montgall Ave MO 64127  (39.08566, -94.55061)"
1174686,2127 Montgall Ave,Jackson,MO,64127,NSWLLIMBS,LIMBS AND BRUSH,2017033152,Open,3/24/2017,,1465,48-25 C.O.,48,10/20/2020,39.08566,-94.55061,15568,3,East,28,Washington Wheatley,"2127 Montgall Ave MO 64127  (39.08566, -94.55061)"
