1 MIRANOVA PLACE 2330
1 MIRANOVA PLACE 2200
"1 MIRANOVA PLACE UNIT 1725"
1000 BARCLAY DRIVE
1000 URLIN AVE 1402
1000 URLIN AVE UNIT 902
1001  PARKVIEW BLVD 305
1001 APRKVIEW BLVD
1001 PARKVIEW AVE
1001 PARKVIEW BLVD
1001 PARKVIEW BLVD 425
1001 PARKVIEW BLVD 129
1001 PARKVIEW BLVD 328
1001 PARKVIEW BOULEVARD
1003 JERRY LEE DRIVE
1004 DUKE ROAD
1005 KENNINGTON AVE
1008 KENDALE RD N
1009 MATTERHORN DR
101 GARDEN RD
101 W HERON CT
1010 LAKETREE CT W
1012 LANSMERE LN
1015 BARCLAY DRIVE
1015 E LIVINGSTON AVE
10161 HEATHCLIFF ST
1018 LORNABERRY LN
1018 SALISBURY RD
102 IRONCLAD DR
1021 ZEBULON AVE
1023 E LIVINGSTON AVE
1027 COLGATE RD
1027 PALMER RD
10272 SAWMILL PARKWAY
1028 FORDHAM RD
1028 RIDGE CREST DR
1029 E 19TH AVE
103 MAYFAIR BLVD
1030 CHESTERSHIRE RD
1030 HIGH ST
1030 HIGH STREET
1034 ZEBULON AVE
1034 ZUBULON AVE
1035 PARKLEIGH RD
1035 TWILIGHT DRIVE
1037 E 14TH AVE
104 STEVENS AVE
1040 GREENRIDGE RD
1041 FIRTH AVE
1042 ROXBURY CT
1044 CHESTERSHIRE ROAD
1044 HEPPLEWHITE ST
1044 OAKLAND PARK AVE
1046 BRICKER BLVD
105 HAMILTON AVENUE
105 N RIVERVIEW ST UNIT 515
1050 COLUMBUS ST
1050 ST AGNES AVENUE
1058 BILLIE DR
1059 CARROUSEL DR E
1060 BEECHVIEW DRIVE SOUTH
1065 ROSEWOOD AVE
1066 STREAMSIDE DR
107 E DUNEDIN RD
1075 BRYDEN RD 3B
1075 E STEWART AVE
1075 MERRIMAR CIRCLE NORTH UNIT D
1076 PARKLEIGH RD
108 ALTON DARBY CREEK R
108 BUTTLES AVE
1080 MAPLE ST
1081 BELDEN RDQ
1083 CAROLYN AVE
1085 BRONWYN AVE
1085 DOBBS AVENUE
1085 FOREST DR
1086 BURR AVE
1086 FAIRWAY BLVD
1087 DENNISON AVE
1087 LORING RD
1087 W 2ND AVE
"1088 MERRIMAR CIRCLE S B"
1088 SUNNY HILL DR
109 COOLIDGE AVE
109 S PHELPS RD
109 S SOUTHAMPTON AVE
1091 IRONGATE LN C
1092 STRIEBEL RD
1094 OLNEY DRIVE
1095 KELTON AVE
1096 N CASSADY AVE
1096 PIEDMONT RD
1097 ARDATH CT
1097 BINNS BLVD
1097 BINNS BOULEVARD
1098 ROSS ROAD
110 BUTTLES AVE
110 E WOODROW AVE
110 WEST SCHREYER PLACE
1100 FAIRVIEW AVE
1101 FOREST DR
1102 LILLEY AVENUE
1105 COLONY DR
1107 BARBERRY LANE
111 ACTON RD
111 LAZELLE RD
111 LAZELLE ROAD EAST
111 SOUTH HARDING ROAD
1113 KENNINGTON AVE
1115 PIN OAK LANE
1116 MARLAND DR N
1119 GEERS AVE
112 CONVOY STREET
1121 EAST LIVINGSTON AVE
1121 SAINT JUDE AVE
1125 CLUBVIEW BLVD S
1129 E 17TH AVE
1132 PLUMWAY DR
1133 DUXBERRY AVE
1134 GERTRUDE DRIVE
1135 HARLEY RUN DR
1138 SOUTH HARRIS AVE
1139 SIDNEY ST
114 CHASE RD
1140 S YEARLING RD
1141 HILDRETH AVE
1147 LEXINGTON AVE
1149 REGENCY DR
115 OXLEY RD
1150 COLLEGE STREET
1151 COLLEGE AVE
1151 COLLEGE AVENUE
1155 EAST 24TH AVENUE
1155 PIERCE AVE
1155 VENETIAN WAY
1156 HILLRIDGE RD
1156 PAULINE AVE
1158 RACINE AVE
1160 EAST 18TH AVENUE
1160 RENDEZVOUS LN
1161 STRIEBEL RD
11680 WARNER AVE
117 N WAVERLY ST
117 S NAPOLEON AVE
117 W BRIGHTON RD
1173 HIGH GROVE DRIVE
1173 LAWRENCE DRIVE
1174 BELDEN RD
1176 BELLFLOWER AVE
1179 BEAVERCREEK BLVD
1180 CATHAM RIDGE
1182 AUTUMN CREEK CIR
1184 BEECHWOOD ROAD
1184 FAIRVIEW AVE
1185 BETHEL RD
1187 OAKWOOD AVE
1188 CIRCLE ON THE GREEN
119 COLONIAL WAY CIRCLE
119 S CYPRESS AVENUE
119 W NORTH BROADWAY
1191 FOREST RISE DR
1194 TRENTWOOD RD
1195 MILLER AVE
1195 N STREET 313
1195 NORTH ST
1195 NORTH ST
"1195 NORTH ST APT 324"
1195 NORTH STREET 309
1195 NORTH STREET APARTMENT 101
1195 NORTH STREET 107
1195 NORTH STRETT 309
1199 CARDAMON PL
120 GLADYS RD
120 PINEWOOD DR
1200 BURNHAM DR
1200 EAST 21ST AVE
1200 OAK STREET
1200 SHADY HILL DRIVE
1201 RIVA RIDGE CT 336
1201 WESTPHAL AVENUE
1203 MANCHESTER AVE
1203 WESTWOOD AVE
1205 PINE PARK TRACE
1209 OAKWOOD AVE
121 MISTY OAK PL
1210 MURMAC LANE
"1210 NORTH ST 218"
1210 NORTH STREET UNIT 115
1211 BELDEN RD
1211 DELNO AVE
1211 SOUTH OHIO AVE
1212 STONE RIDGE DR C
1213 OAKFIELD DR S
1217 WALKER SPRINGS DRIVE
1220 ELDERWOOD AVE
1222 MEDFORD RD
1222 OAKWOOD AVE
1222 YOUNGLAND DRIVE
1223 WATKINS ROAD
1225 EAST 24TH AVE
1225 LORETTA AVE
1226 S SUNBURY RD
1230 LOCKBOURNE ROAD
1231 FABER AVE
1235 KENBROOK HILLS DR
1235 SETTLERS AVE
1237 SLADE ROAD
1239 E 21ST AVE
1239 WOODBROOK LN
124 ZIEGLER AVE
1241 CONNER RIDGE ST
1241 MARSDALE AVE
1241 MILLERDALE ROAD
1242 POND HOLLOW LANE
1242 SOUTH OAKWOOD AVE
1246 HILTON DR
1247 WHITNEY LANE
1248 SPRING BROOK COURT
1249 NORWELL DR
125 BROADMEADOWS BLVD
125 NILES DRIVE
125 SHULTZ AVE
1250 OAK PARK DR
1251 SAMPSON AVE
1253 E INNIS AVE
1253 LOUIS DRIVE
1257 DELNO AVE
126 STEFFAN CT
1263 FRESHMAN DR
1263 FRISBEE DR
1264 BLACKSMITH DR
1265 COUNTRY CLUB RD
1266 PAULINE AVE
1266 WELDON AVE
1271 LA ROCHELLE DR
1275 E 15TH AVE
1275 SIGSBEE AVE
1276 E NORTH BROADWAY
1278 PARK PLAZA DR
128 BENFIELD AVE
128 N WESTGATE AVE
1284 GENESEE AVE
1284 TOBEY DRIVE
1285 DOBBINS DRIVE
1287 BELLFLOWER AVE
1287 STRIEBEL RD
1288 W FIRST AVE
129 FLORES PLACE
1294 BERWICK ARMS PACE B
1295 HART RD
1295 HART RD
1296 FOWLER DR
130 CORBINS MILLS DRIVE
1300 ABERDEEN AVE
1301 GREAT HUNTER DR
1303 WALSHIRE DR N
1303 WALSIRE DR N
1305 LAMPLIGHTER
1305 LAMPLIGHTER DR
1305 LAMPLIGHTER DR C4
1305 LAMPLIGHTER DR D19
1305 LAMPLIGHTER DR WEST
1305 LAMPLIGHTER DRIVE
1305 LAMPLIGHTER DRIVE E1
1305 S WEYANT AVE
1305 SWEYANT AVE
1307 E 20TH AVE
1308 E INNIS AVE
1309 EAST 16TH AVENUE
131 SOMMERFELD PL
1312 FRIAR LANE
1314 OAKVIEW DR
1314 OAKVIEW DRIVE
1315 CLARFIELD AVE
1315 HAMLIN PL
1318 AZALEA CT
1318 E 17TH AVENUE
1318 WOODNELL AVE
1320 EDSEL CT
1320 FREBIS AVE
1321 WATKINS ROAD
1322 CRANWOOD SQUARE S
1324 FRIAR LN
1324B LAKESHORE DR
1328 DUBLIN ROAD 200
1329 HAINES AVE
1329 LINCOLN RD
1329 STUDER AVE
133 W COOKE RD
1330 YEARLING RD
1331 MILLERDALE RD
1332 COSTIGAN RD
1333 TIVERTON SQUARE S
1335 BURNHAM DRIVE
1338 KINGSGATE ROAD
1339 E INNIS AVE
1340 BROWNLEAF RD
1340 CLINTON STREET
1343 IRONWOOD DR
1345 CARLYLE DR
1346 ELMWOOD AVE
1348 LORINE PL
135 AMSTERDAM AVE
135 S STYGLER RD
135 W COMO AVE
1350 BLUFF AVE A
1350 E 21ST AVE
1350 LANSIN AVE
1351 MOLLY LANE
1352 NORRIS DRIVE
1356 MEADOW ROAD
1356 WILSON AVE
1357 BENVUE DR
1358 ASHLAND AVE
1362 FOWLER DR
1365 MELROSE AVE
1366 HEPPATICA STREET
137 EMPIRE DR
137 N REMINGTON RD
137 S ARDMORE RD
137 S GARFIELD AVE
137 SHADYMERE LANE
1375 OHLEN AVE
1376 BONNIE RIDGE ROAD
1378 MULFORD RD
138 CLAREDON AVE
1380 CRANWOOD DRIVE
1381 BAIRSTOW CT
1381 BOLENHILL AVE
1382 E 21ST AVE
1388 E WHITTIER ST
1390 DONWALTER LANE
1391 WINDRUSH CIRCLE
1392 BRYDEN ROAD 3
1399 MT VERNON AVE
1399 WINDRUSH CIRCLE
140 IMPERIAL DRIVE 444
140 PFEIFER DRIVE
140 REGAL PLACE
1400 BARNETT RD 221
1400 WEST 1ST AVE
1400 WILTSHIRE ROAD
1401 S ROOSEVELT AVE
1402 REYMOND RD
1407 PEGWOOD DR
1409 SOUTHWIND CIRCLE
1410 PEGWOOD DR
1412 E 22ND AVE
1419 HIDEAWAY WOODS DR
1422 22ND AVE
1424 CHESTERTON SQUARE N
1425 GREENLEAF RD
1425 YORKLAND ROAD
1427 E DESHLER AVE
1427 MANCHESTER AVE
1429 ALTON RD
1429 VILARDO LANE
1429 VILARDO LN
143 DARIEN AVE
143 MAYFAIR BLVD
143 S GARFIELD AVE
1431 MCPLAND DR
1433 FISHINGER RD
1435 PEGWOOD DR
1435 PEGWOOD DRIVE
1438 FRANKLIN AVE
1439 E 21ST AVENUE
144 E BROAD ST
144 SANDSTONE LOOP E
1446 SEDEFIELD DR
1447 NORTHWEST BLVD
1449 FOUNTAINE DRIVE
145 MONTROSE WAY
1450 ARLINGTON AVE
1450 FIRWOOD DRIVE
1453 ORSON DR
1454 E HUDSON STREET
1454 OAK ST
1456 LONDON DR
1457 MCNAUGHTEN RD
1459 E 26TH AVE
146 CRANDALL DR
1462 WEST 2ND AVENUE
1465 C LAKESHORE DRIVE
1465 E 22ND AVE
147 ORCHARD LN
1475 GREENSCAPE BLVD
1476 LOCKBOURNE RD
148 E SOUTH ST
148 N WARREN AVE
148 WALNUT RIDGE LN
1480 CLIFF COURT UNIT B
1481 BRIARWOOD AVENUE
1482 E 26TH AVENUE
1483 ASHLAND AVE
1483 BUCK RUB CT
1484 MILLER AVE
1488 HAZELWOOD PL
1489 DOONE RD
1489 MOLER RD
149 DELHI AVE
