4845724,20 048928,1243 4TH ST E,1243,4TH,E,Graffiti,7/6/2020 0:00,109842,PARISIJU,No,No,No,No,, 
4888465,20 091683,1242 MINNEHAHA AVE E,1242,MINNEHAHA,E,Parking,11/12/2020 0:00,109428,ANDERSSA,No,No,No,No,, 
4882734,20 085949,1241 BARCLAY ST ,1241,BARCLAY,,Parking,10/22/2020 0:00,137343,YANGKAO,No,No,No,No,, 
4890671,20 093889,124 GEORGE ST W,124,GEORGE,W,Parking,11/19/2020 0:00,205872,KOSKIKE,No,No,No,No,, 
4837863,20 041067,1239 REANEY AVE ,1239,REANEY,,Parking,6/9/2020 0:00,125068,YANGKAO,No,No,No,No,, 
4889234,20 092452,1238 MARION ST ,1238,MARION,,Vacant Building Monitoring,11/16/2020 0:00,131027,HOFFMANJ,No,No,No,No,,No
4820097,20 023287,1236 VIRGINIA ST ,1236,VIRGINIA,,Traffic Sign/Light New,3/31/2020 0:00,202866,KOSKIKE,No,No,No,No,, 
4835486,20 038686,1236 ALBEMARLE ST ,1236,ALBEMARLE,,Vehicle/Abandoned,6/1/2020 0:00,138651,PARISIJU,No,,,,, 
4844765,20 047969,1235 MINNEHAHA AVE E,1235,MINNEHAHA,E,Vacant Building Monitoring,7/1/2020 0:00,107260,HOFFMANJ,No,No,No,No,,No
4799343,20 002478,1235 ARKWRIGHT ST ,1235,ARKWRIGHT,,Vehicle/Abandoned,1/2/2020 0:00,117818,KOSKIKE,No,,,,, 
4856116,20 059323,1235 ARCADE ST ,1235,ARCADE,,Overhanging Vegetation (Sidewalk/Alley),7/27/2020 0:00,184371,KOSKIKE,No,,,,, 
4821711,20 024902,1234 WOODBRIDGE ST ,1234,WOODBRIDGE,,Vehicle/Abandoned,4/7/2020 0:00,155842,KEDROW,No,,,,, 
4881837,20 085052,1234 RICE ST ,1234,RICE,,Vacant Building Monitoring,10/20/2020 0:00,125103,HOFFMANJ,No,No,No,No,,No
4821705,20 024896,1234 FARRINGTON ST ,1234,FARRINGTON,,Vehicle/Abandoned,4/7/2020 0:00,220462,KEDROW,No,,,,, 
4829518,20 032716,1233 MATILDA ST ,1233,MATILDA,,Vehicle/Abandoned,5/8/2020 0:00,139142,KOSKIKE,No,,,,, 
4869518,20 072728,1233 GALTIER ST ,1233,GALTIER,,Overhanging Vegetation (Sidewalk/Alley),9/9/2020 0:00,162257,KOSKIKE,No,,,,, 
4799354,20 002489,1231 PIERCE BUTLER ROUTE ,1231,PIERCE BUTLER,,Zoning,1/2/2020 0:00,119865,OSORIO,No,No,No,No,, 
4830760,20 033958,1229 PORTLAND AVE ,1229,PORTLAND,,Vehicle/Abandoned,5/13/2020 0:00,175546,KEDROW,No,,,,, 
4874964,20 078176,1229 PORTLAND AVE ,1229,PORTLAND,,Interior,9/28/2020 0:00,175546,OSORIO,No,No,No,No,, 
4865110,20 068317,1228 MATILDA ST ,1228,MATILDA,,Vehicle/Abandoned,8/24/2020 0:00,134254,KOSKIKE,No,,,,, 
4869521,20 072731,1228 GALTIER ST ,1228,GALTIER,,Overhanging Vegetation (Sidewalk/Alley),9/9/2020 0:00,159466,KOSKIKE,No,,,,, 
4843162,20 046369,1225 WHITE BEAR AVE N,1225,WHITE BEAR,N,Vacant Building Monitoring,6/25/2020 0:00,170132,HOFFMANJ,No,No,No,No,,No
4874589,20 077801,1225 ST CLAIR AVE ,1225,ST CLAIR,,Parking,9/25/2020 0:00,212790,ANDERSSA,No,No,No,No,, 
4857641,20 060848,1225 SARGENT AVE ,1225,SARGENT,,Traffic Sign/Light New,7/31/2020 0:00,196245,KOSKIKE,No,No,No,No,, 
4849000,20 052206,1225 CHARLES AVE ,1225,CHARLES,,Vehicle/Abandoned,7/15/2020 0:00,191580,KEDROW,No,,,,, 
4888957,20 092175,1223 MARION ST ,1223,MARION,,Parking,11/13/2020 0:00,128253,KOSKIKE,No,No,No,No,, 
4808031,20 011213,1222 MCLEAN AVE ,1222,MCLEAN,,Vacant Building Monitoring,2/7/2020 0:00,127737,HOFFMANJ,No,No,No,No,,No
